nInp,g,rGGin,rGinGb,Delay,N_AL,DNI,SNI,TH,N,MeanANC1,StdANC1,MeanANC2,StdANC2,MeanANC3,StdANC3,MeanANC4,StdANC4,MeanANC5,StdANC5,MeanANC6,StdANC6,MeanANC7,StdANC7,MeanA,StdA,SuccA,MeanASD1,StdASD1,SuccASD1,MeanASD2,StdASD2,SuccASD2,MeanASD3,StdASD3,SuccASD3,MeanASD4,StdASD4,SuccASD4,MeanASD5,StdASD5,SuccASD5,MeanASD6,StdASD6,SuccASD6,MaxOutSD1,StdMO1,MaxOutSD2,StdMO2,MaxOutSD3,StdMO3,MaxOutSD4,StdMO4,MaxOutSD5,StdMO5,MaxOutSD6,StdMO6,ReactTimesSD1,StdRT1,ReactTimesSD2,StdRT2,ReactTimesSD3,StdRT3,ReactTimesSD4,StdRT4,ReactTimesSD5,StdRT5,ReactTimesSD6,StdRT6,NeuroPercSD1,StdNP1,NeuroPercSD2,StdNP2,NeuroPercSD3,StdNP3,NeuroPercSD4,StdNP4,NeuroPercSD5,StdNP5,NeuroPercSD6,StdNP6,Wrs1,StdW1,Wrs2,StdW2,Wrs3,StdW3,Wrs4,StdW4,Wrs5,StdW5,Wrs6,StdW6,Wrs7,StdW7,WrsC1,StdWC1,WrsC2,StdWC2,WrsC3,StdWC3,WrsC4,StdWC4,WrsC5,StdWC5,WrsC6,StdWC6,WrsC7,StdWC7,PercError,StdPE,EVPC1,StdEV1,MBA,StdMBA,MBRt,StdMBRt,MBANC,StdMBANC,MBCorr,StdMBCorr,MBAll,StdMBAll,PercAnsw,StdPA
7,0.05,0.01,0,0.01,20,0.2,1.15,0.5,100,0.681931,0.0515303,0.544735,0.0550343,0.534992,0.051918,0.521915,0.0513001,0.519785,0.0519134,0.537904,0.0467821,0.681504,0.0511895,0.641328,0.0296561,0,0.563681,0.0352458,0,0.579819,0.0358352,0,0.592646,0.0429193,0,0.638833,0.0541885,0,0.686738,0.0804114,0,0.786253,0.0599659,0.0208333,0.892478,0.04361,0.895729,0.0498432,0.913106,0.0558044,0.910756,0.0514624,0.945173,0.0653128,1.01464,0.103293,0.352703,0.0212874,0.351903,0.0229926,0.347752,0.0250927,0.350232,0.0249498,0.342248,0.0290832,0.326083,0.0446691,0.0780006,0.017883,0.0932374,0.0260716,0.0961988,0.0195671,0.14355,0.0306363,0.205917,0.0552147,0.372261,0.0659577,0.213239,0.197069,0.370542,0.166888,0.386554,0.14729,0.393202,0.146933,0.37544,0.165386,0.387506,0.14512,0.185585,0.178639,0.0315974,0.0750716,0.0691678,0.0910835,0.0764008,0.101569,0.0927135,0.103832,0.077409,0.0910331,0.0922005,0.097853,0.0283553,0.0662013,0.437129,0.104569,21.3007,1.43367,0.104167,0.308709,0.0416667,0.201941,0.854167,0.356674,0.166667,0.376622,0,0,0.745675,0.0262281
7,0.05,0.01,0,0.01,20,0.2,1.2,0.5,100,0.675311,0.0505845,0.541518,0.0547595,0.53243,0.0515431,0.520867,0.0505944,0.517794,0.0516054,0.533277,0.0467542,0.675492,0.0505351,0.635848,0.0290382,0,0.561525,0.0355275,0,0.57617,0.0350016,0,0.58784,0.0429421,0,0.632597,0.054572,0,0.679124,0.0801145,0,0.777828,0.0595138,0.0208333,0.882092,0.043005,0.884993,0.0490729,0.901646,0.0550501,0.898288,0.0511353,0.929974,0.0639778,0.993168,0.100608,0.353397,0.0196639,0.3518,0.0251685,0.347942,0.0270087,0.34849,0.025263,0.346189,0.0298861,0.330437,0.0498318,0.0765455,0.0175364,0.0908426,0.0253786,0.093355,0.0190614,0.137803,0.0299194,0.196911,0.0545775,0.35647,0.0662436,0.223096,0.200066,0.375773,0.164614,0.39274,0.147967,0.394679,0.147511,0.379475,0.166168,0.392869,0.143153,0.195642,0.184689,0.0400046,0.0845072,0.072834,0.0943795,0.0785786,0.101845,0.0949837,0.104281,0.0770289,0.0880606,0.0934373,0.0967453,0.0329352,0.0762447,0.449448,0.109392,21.2544,1.4309,0.104167,0.308709,0,0,0.8125,0.394443,0.166667,0.376622,0,0,0.738909,0.0256658
7,0.05,0.01,0,0.01,20,0.2,1.25,0.5,100,0.670251,0.049869,0.537604,0.0551159,0.530873,0.0516777,0.518929,0.0510669,0.516452,0.0514122,0.532481,0.0454654,0.670222,0.0498813,0.631324,0.0285057,0,0.55961,0.0355354,0,0.573335,0.0348542,0,0.584117,0.0427586,0,0.627744,0.0548273,0,0.673527,0.0805031,0,0.769611,0.0589303,0,0.871756,0.0424009,0.874354,0.0482925,0.890411,0.0542982,0.886281,0.0507562,0.91554,0.0628174,0.973238,0.097981,0.355131,0.0196707,0.352739,0.0239738,0.350415,0.0274909,0.352284,0.0263952,0.346827,0.0271055,0.327709,0.0436712,0.0751823,0.0172019,0.0886495,0.0247129,0.0907987,0.0186016,0.132631,0.029211,0.188767,0.0538227,0.341845,0.0663848,0.233436,0.203739,0.382818,0.162718,0.398423,0.147797,0.39802,0.147554,0.385729,0.166317,0.399973,0.141039,0.205527,0.188591,0.0495848,0.101322,0.0775367,0.0959147,0.0825827,0.104868,0.0983322,0.105808,0.0787158,0.0878864,0.0978893,0.100138,0.0389384,0.0923076,0.461492,0.114622,21.2107,1.42818,0.104167,0.308709,0.0208333,0.144338,0.8125,0.394443,0.166667,0.376622,0,0,0.732679,0.0247371
7,0.05,0.01,0,0.01,20,0.2,1.3,0.5,100,0.664834,0.0504933,0.534753,0.0556035,0.529471,0.0521262,0.517683,0.0517531,0.513971,0.051253,0.528876,0.0454571,0.66507,0.0512071,0.626595,0.029059,0,0.557851,0.0348688,0,0.570322,0.0351231,0,0.579869,0.0429775,0,0.622684,0.05481,0,0.666269,0.0811355,0,0.762579,0.0613939,0,0.861507,0.0417895,0.863829,0.0475086,0.879358,0.05355,0.874598,0.0503607,0.901782,0.0617576,0.954477,0.0954361,0.355815,0.0199892,0.353906,0.0248415,0.352839,0.0289928,0.353176,0.0285072,0.350232,0.032102,0.327191,0.0425862,0.0738979,0.0168808,0.0866306,0.0240815,0.088484,0.0181736,0.127958,0.0285278,0.181384,0.0529704,0.328298,0.0663961,0.239922,0.204105,0.387882,0.162201,0.402343,0.147547,0.400502,0.146877,0.387036,0.164699,0.403296,0.139237,0.214477,0.191698,0.0533429,0.106336,0.0829934,0.097959,0.0859286,0.105399,0.10134,0.108874,0.0801178,0.0877126,0.103047,0.106635,0.044946,0.106193,0.473159,0.120121,21.1695,1.42549,0.0833333,0.27931,0,0,0.791667,0.410414,0.166667,0.376622,0,0,0.72619,0.0240919
7,0.05,0.01,0,0.01,20,0.25,0,0.5,100,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0.972755,0.0298332,1.93939,0.0569786,2.90755,0.0753815,3.87141,0.10219,4.84959,0.126115,5.82178,0.146656,0.234554,0.004225,0.165891,0.00203541,0.141927,0.00132476,0.128301,0.0013082,0.118979,0.000939886,0.110742,0.000531491,0.144043,0.0124185,0.243631,0.0166791,0.357996,0.02265,0.467864,0.024484,0.583358,0.0263968,0.836088,0.0215735,1.05119E-09,2.08547E-11,7.77276E-10,4.47494E-11,7.94269E-10,7.07164E-11,7.8975E-10,6.83038E-11,7.85985E-10,7.4633E-11,8.05443E-10,1.30988E-10,1.06947E-09,1.13737E-10,1.26867E-206,0,3.54274E-205,0,6.55303E-202,0,6.54954E-202,0,3.71344E-199,0,8.05071E-194,0,8.05068E-194,0,0.0192208,0.00720626,22.0399,1.49401,0,0,1,0,0,0,1,0,0,0,0.983651,0.00627549
7,0.05,0.01,0,0.01,20,0.25,0.05,0.5,100,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1.05469,0.0293108,1.97526,0.0511552,2.88542,0.0840143,3.80195,0.102614,4.74488,0.126876,5.68314,0.154079,0.255896,0.0101833,0.168824,0.00217277,0.144316,0.00178275,0.130156,0.00146294,0.120225,0.00128767,0.112583,0.00139899,0.14559,0.0120781,0.244206,0.0169871,0.357588,0.0224794,0.466776,0.0241919,0.58171,0.0269975,0.835556,0.0232218,1.07739E-09,1.0716E-10,8.20838E-10,1.65596E-10,8.07151E-10,1.10123E-10,8.45414E-10,2.9172E-10,8.35728E-10,2.79178E-10,7.79053E-10,5.66094E-11,1.05349E-09,3.87539E-11,4.23294E-195,0,4.23467E-195,0,1.07543E-196,0,9.14159E-177,0,9.14159E-177,0,6.76814E-205,0,6.73903E-205,0,0.0217081,0.00745926,22.0367,1.48451,0,0,1,0,0,0,1,0,0,0,0.989921,0.00559771
7,0.05,0.01,0,0.01,20,0.25,0.1,0.5,100,1,0,0.999787,0.00103096,0.998848,0.00276699,0.998566,0.00325107,0.999176,0.0024196,0.99967,0.00129282,0.999697,0.0010223,0.999713,0.000481624,1,0.998484,0.00262915,1,1,0,1,1,0,1,1,0,1,0.999792,0.00144338,1,1,0,1,1.06065,0.0342149,1.8634,0.0576629,2.65714,0.0936263,3.46765,0.109533,4.3172,0.146647,5.18994,0.169114,0.285537,0.012912,0.178668,0.00335689,0.150916,0.00270307,0.135746,0.00202797,0.125146,0.00161033,0.116583,0.00184129,0.148166,0.0135269,0.243796,0.0172153,0.354651,0.0222105,0.465516,0.0242419,0.579884,0.0268506,0.832604,0.0233856,1.55006E-09,1.08259E-09,1.76025E-09,2.12921E-09,2.10482E-09,3.98119E-09,4.02364E-09,9.05901E-09,4.82704E-09,1.20192E-08,2.49245E-09,1.00236E-08,1.12483E-09,1.54237E-10,7.83859E-175,0,7.05722E-171,0,2.60027E-158,1.80152E-157,1.17615E-118,8.14859E-118,1.17615E-118,8.14859E-118,1.2012E-143,8.32218E-143,3.23745E-178,0,0.0299081,0.0106217,22.0231,1.4822,0,0,1,0,0,0,1,0,0,0,0.983849,0.00779423
7,0.05,0.01,0,0.01,20,0.25,0.15,0.5,100,0.996644,0.00392303,0.989867,0.00851095,0.98038,0.0178285,0.976898,0.0211048,0.980175,0.0171695,0.991924,0.00686732,0.996627,0.00429889,0.994063,0.00342214,1,0.971169,0.021259,1,0.998071,0.00249179,1,0.99875,0.0024189,1,0.998056,0.00306226,1,0.99875,0.00334219,1,0.999583,0.00288675,1,1.02857,0.040763,1.67004,0.0796418,2.32182,0.11826,3.00374,0.141909,3.73888,0.191925,4.52891,0.210049,0.321869,0.0169637,0.202694,0.0107748,0.163037,0.00538683,0.144325,0.00347508,0.132508,0.00276173,0.122554,0.00291299,0.147526,0.0162276,0.240665,0.0176552,0.347593,0.0216785,0.461626,0.0241423,0.575537,0.026425,0.826584,0.0237124,6.62343E-08,1.63694E-07,3.29343E-07,9.02208E-07,3.33385E-06,9.38927E-06,0.00038404,0.00244182,0.00039447,0.0024414,1.35427E-05,8.04714E-05,4.38554E-08,2.1952E-07,2.83743E-105,1.96583E-104,5.43314E-95,3.76419E-94,2.36699E-76,1.60926E-75,5.57908E-14,3.8653E-13,5.57908E-14,3.8653E-13,1.27984E-50,8.867E-50,4.40062E-113,3.04884E-112,0.0472653,0.0155858,22.0028,1.47968,0,0,1,0,0.375,0.489246,1,0,0,0,0.967302,0.0108931
7,0.05,0.01,0,0.01,20,0.25,0.2,0.5,100,0.983593,0.0089,0.963436,0.0160273,0.928401,0.0294591,0.908599,0.0390121,0.917048,0.0371986,0.962118,0.0212879,0.985339,0.0100508,0.975434,0.0071865,1,0.886702,0.0340498,0.375,0.98365,0.0108494,1,0.993159,0.00624371,1,0.995551,0.00538709,1,0.996875,0.00468417,1,0.996667,0.0085883,1,1.01555,0.0437419,1.46988,0.0918453,1.97872,0.133116,2.53671,0.166799,3.16158,0.224733,3.86926,0.241038,0.35075,0.0173099,0.243636,0.0171217,0.186389,0.012738,0.158507,0.00755606,0.142956,0.00471132,0.130346,0.0045993,0.142007,0.0194448,0.232633,0.0188926,0.334168,0.0214216,0.452897,0.0239342,0.567025,0.0256715,0.816301,0.024391,1.90125E-05,6.44025E-05,0.000161775,0.000415202,0.00225013,0.00639199,0.00753853,0.0230511,0.00680844,0.0231697,0.00143232,0.00641255,5.87246E-05,0.000353395,1.37357E-37,9.5164E-37,1.52417E-36,9.63492E-36,3.58171E-16,1.26987E-15,3.64026E-05,0.000238314,3.6406E-05,0.000238314,3.39281E-09,2.35059E-08,3.62065E-54,2.50846E-53,0.0708256,0.0219258,21.9763,1.47699,0,0,1,0,0.6875,0.468417,1,0,0,0,0.951964,0.015025
7,0.05,0.01,0,0.01,20,0.25,0.25,0.5,100,0.964577,0.01613,0.91698,0.0315007,0.855288,0.0418578,0.826752,0.0494219,0.840234,0.0485226,0.913805,0.0389564,0.967998,0.0156649,0.948243,0.0127586,1,0.799461,0.0383887,0,0.933813,0.0275322,0.833333,0.973661,0.0187431,1,0.990449,0.0084839,1,0.995827,0.00578007,1,0.99625,0.00890255,1,1.02467,0.0480978,1.3211,0.0868322,1.69019,0.126145,2.13201,0.171941,2.658,0.237337,3.29127,0.253037,0.359352,0.018328,0.283381,0.0166077,0.226241,0.0212114,0.182023,0.0141396,0.158472,0.0106459,0.140954,0.00795993,0.133874,0.0218789,0.219375,0.0217818,0.313466,0.0222351,0.437513,0.0243054,0.552839,0.0250598,0.800736,0.0257412,0.000961611,0.0029333,0.00516514,0.0105527,0.0242383,0.0441586,0.030955,0.0457132,0.0202198,0.0349687,0.00945052,0.0302033,0.000893689,0.00448129,1.06159E-12,7.35484E-12,9.36597E-11,6.41027E-10,0.00535618,0.0221054,0.00538563,0.0220986,0.000490917,0.00262489,0.00046147,0.00262623,3.88819E-22,2.69382E-21,0.0976794,0.02887,21.9441,1.47415,0.125,0.334219,0.979167,0.144338,0.854167,0.356674,1,0,0.0833333,0.27931,0.935516,0.0192562
7,0.05,0.01,0,0.01,20,0.25,0.3,0.5,100,0.942099,0.0243787,0.856927,0.0469498,0.783396,0.0501007,0.753385,0.0492404,0.765587,0.0582601,0.853799,0.0503314,0.946495,0.0229591,0.916069,0.018028,0.791667,0.73873,0.0353376,0,0.867461,0.038864,0.25,0.930124,0.0306943,0.791667,0.973578,0.0197185,1,0.990687,0.0100551,1,0.995833,0.00918679,1,1.04076,0.0529619,1.23026,0.0775894,1.48459,0.108778,1.81489,0.157182,2.24963,0.232189,2.81446,0.251145,0.355818,0.0183681,0.313371,0.017636,0.265214,0.0189271,0.216915,0.019389,0.182319,0.0174719,0.154785,0.0112605,0.125653,0.0231363,0.203044,0.0257739,0.286774,0.0241547,0.414887,0.0263026,0.532118,0.0258389,0.779414,0.0281378,0.00513172,0.013181,0.0253008,0.0422664,0.0558343,0.0633635,0.0700319,0.0595466,0.0583265,0.0517333,0.0227598,0.0388032,0.00350288,0.0126388,5.4664E-05,0.000367705,0.00132364,0.00833093,0.007207,0.0255378,0.0130968,0.033788,0.0100134,0.0328227,0.00727382,0.0296261,1.3057E-10,9.04613E-10,0.125893,0.0356405,21.9067,1.47122,0.458333,0.503534,0.895833,0.308709,0.875,0.334219,1,0,0.3125,0.468417,0.917897,0.0231474
7,0.05,0.01,0,0.01,20,0.25,0.35,0.5,100,0.915169,0.0302779,0.79894,0.0569667,0.72345,0.0532956,0.692722,0.0502316,0.708295,0.0636074,0.794673,0.0614249,0.921619,0.029969,0.882546,0.0231625,0.270833,0.694288,0.0356989,0,0.806846,0.0432166,0,0.878051,0.0401198,0.375,0.942014,0.0300971,0.916667,0.97788,0.0200785,0.979167,0.996198,0.00993733,1,1.05528,0.0564425,1.1776,0.0724489,1.35168,0.0932541,1.5859,0.135198,1.93559,0.213392,2.43176,0.240246,0.346762,0.0200234,0.324402,0.0199068,0.287266,0.0206503,0.251817,0.0240207,0.215551,0.0265403,0.175031,0.0183109,0.118382,0.023523,0.186133,0.0295515,0.257455,0.0262796,0.38635,0.0297889,0.505353,0.0291938,0.752575,0.0317328,0.012447,0.0282662,0.0541033,0.0659568,0.103688,0.0695737,0.110701,0.0707171,0.115561,0.0762906,0.0442263,0.0531673,0.00782781,0.0218732,0.00493988,0.0245282,0.00810437,0.0271689,0.0171863,0.0433545,0.0260198,0.0524383,0.0278945,0.0507407,0.0021956,0.0103164,3.14151E-06,2.17639E-05,0.154176,0.0419185,21.8648,1.46823,0.6875,0.468417,0.5625,0.501328,0.979167,0.144338,0.9375,0.244623,0.270833,0.449093,0.896905,0.0260713
7,0.05,0.01,0,0.01,20,0.25,0.4,0.5,100,0.884558,0.0394876,0.743288,0.0586028,0.674577,0.0538026,0.648306,0.0504714,0.657142,0.0619578,0.738474,0.0611496,0.890378,0.036669,0.845727,0.026388,0,0.661675,0.0375712,0,0.755321,0.0390387,0,0.820981,0.0423581,0,0.898763,0.0373005,0.5,0.950558,0.0370558,0.916667,0.987061,0.0169404,1,1.06573,0.0589848,1.14642,0.0700744,1.26855,0.0839421,1.4297,0.114816,1.70491,0.188103,2.13147,0.222995,0.345013,0.0188315,0.329726,0.0161492,0.305264,0.0230048,0.278884,0.023225,0.246232,0.0267736,0.198243,0.0242854,0.112087,0.0234642,0.170476,0.0321291,0.228826,0.0276646,0.354588,0.0336255,0.47412,0.0346619,0.721069,0.0363551,0.0231396,0.0452404,0.0846827,0.0794253,0.149048,0.0715655,0.152947,0.0820857,0.153871,0.0815461,0.0793893,0.0739999,0.0148313,0.030775,0.00101577,0.00460268,0.00928279,0.0295778,0.0262259,0.0415366,0.0205514,0.0447144,0.0239188,0.0430785,0.00743361,0.0218313,0.000242635,0.00167463,0.181737,0.0476481,21.8191,1.4652,0.708333,0.45934,0.458333,0.503534,1,0,0.916667,0.27931,0.333333,0.476393,0.879603,0.0296577
7,0.05,0.01,0,0.01,20,0.25,0.45,0.5,100,0.852098,0.0450736,0.700465,0.0584177,0.641798,0.0532822,0.617913,0.0506637,0.623436,0.0601011,0.697044,0.0589377,0.859441,0.0429534,0.811944,0.0297195,0,0.638797,0.0392679,0,0.716929,0.0375702,0,0.775291,0.0431925,0,0.854845,0.0411945,0.145833,0.916247,0.0554318,0.666667,0.969556,0.025931,0.979167,1.07214,0.0607986,1.12604,0.0691867,1.21536,0.0791081,1.324,0.0985139,1.54089,0.160449,1.90229,0.204522,0.343697,0.019595,0.329738,0.0201762,0.314233,0.0232263,0.29452,0.0213137,0.264736,0.0222698,0.224042,0.0267114,0.10672,0.0232088,0.156868,0.0336065,0.203068,0.0279743,0.32233,0.0367644,0.440557,0.0407797,0.686162,0.0415486,0.0346238,0.0605193,0.118156,0.088158,0.186514,0.0854346,0.192194,0.0944256,0.187299,0.0877053,0.120054,0.0924192,0.0247969,0.044874,0.00251628,0.0118893,0.0186703,0.0384511,0.0311871,0.0471452,0.0324036,0.0561962,0.0274164,0.0486441,0.0211562,0.0475768,0.00150043,0.00906366,0.208142,0.0528985,21.7704,1.46217,0.625,0.489246,0.25,0.437595,0.9375,0.244623,0.833333,0.376622,0.145833,0.356674,0.864167,0.0313185
7,0.05,0.01,0,0.01,20,0.25,0.5,0.5,100,0.820148,0.0503953,0.668512,0.0609296,0.615652,0.0538029,0.596012,0.0493601,0.597619,0.059685,0.661905,0.056491,0.829034,0.0475888,0.780591,0.0326369,0,0.621008,0.0385806,0,0.687331,0.0372223,0,0.735831,0.0448549,0,0.812648,0.0482384,0,0.878965,0.069537,0.4375,0.947763,0.0359759,0.875,1.07472,0.0618505,1.1112,0.0690676,1.17947,0.076862,1.25261,0.0862729,1.42336,0.136648,1.72731,0.186256,0.341069,0.0182485,0.32779,0.0155443,0.320498,0.0214194,0.303619,0.0195122,0.281285,0.0277875,0.245674,0.0300317,0.102103,0.0227853,0.145176,0.034194,0.180973,0.0275868,0.291707,0.0387736,0.406716,0.0464946,0.649309,0.0467709,0.0474966,0.0746581,0.155973,0.0995432,0.224066,0.096805,0.231178,0.0997659,0.224147,0.0948513,0.168071,0.110031,0.0381586,0.0599632,0.0102801,0.0338827,0.0420098,0.0661062,0.0569413,0.0708689,0.0507092,0.0733342,0.0466261,0.0644859,0.0229206,0.0417743,0.00713756,0.029682,0.233205,0.057784,21.7194,1.45915,0.5625,0.501328,0.104167,0.308709,0.916667,0.27931,0.729167,0.449093,0.0208333,0.144338,0.851865,0.0281577
7,0.05,0.01,0,0.01,20,0.25,0.55,0.5,100,0.793365,0.052234,0.640009,0.0618192,0.595426,0.0539867,0.578626,0.048757,0.577865,0.0584297,0.634974,0.0541704,0.800404,0.0515644,0.753226,0.0336489,0,0.607889,0.0371195,0,0.662532,0.0360884,0,0.706047,0.0438292,0,0.774605,0.0540823,0,0.844439,0.0702633,0.208333,0.923846,0.0476642,0.708333,1.07425,0.0623139,1.09916,0.0690328,1.15347,0.07596,1.2027,0.0777434,1.3396,0.118902,1.59448,0.171501,0.334823,0.0187673,0.326534,0.017735,0.321749,0.02408,0.308166,0.0239757,0.289957,0.0281734,0.25865,0.0314032,0.0980641,0.0222747,0.135235,0.0341103,0.162615,0.0268381,0.264003,0.0397191,0.374195,0.0511591,0.611879,0.0516199,0.0642849,0.0892224,0.193357,0.110848,0.25169,0.094799,0.267907,0.103413,0.253459,0.104305,0.206887,0.110379,0.0550265,0.0781368,0.0176022,0.0511604,0.0476855,0.0637811,0.0635745,0.077209,0.0624761,0.0792738,0.0534764,0.0681368,0.0430205,0.0645969,0.00757083,0.0267625,0.256894,0.0624239,21.6667,1.45617,0.395833,0.494204,0.0833333,0.27931,0.916667,0.27931,0.666667,0.476393,0.0416667,0.201941,0.839365,0.0273225
7,0.05,0.01,0,0.01,20,0.25,0.6,0.5,100,0.769385,0.0528966,0.616432,0.0592221,0.581934,0.0528878,0.565726,0.048549,0.563102,0.0578943,0.613933,0.0520838,0.775511,0.0519678,0.729043,0.0330182,0,0.598191,0.0378224,0,0.644094,0.0351022,0,0.679656,0.0442624,0,0.744703,0.0546541,0,0.80953,0.0733506,0.0416667,0.898085,0.0538848,0.520833,1.0714,0.062471,1.0885,0.0689747,1.13301,0.0757091,1.16604,0.0724981,1.2779,0.106872,1.49185,0.159687,0.329176,0.0201394,0.323002,0.0178419,0.322507,0.0229619,0.313818,0.0217911,0.297955,0.024039,0.26838,0.0320581,0.0944829,0.0217162,0.126722,0.0335589,0.147509,0.0260001,0.239657,0.0398462,0.344054,0.0545424,0.574964,0.0558767,0.081767,0.101156,0.225355,0.120229,0.274409,0.0990123,0.295858,0.103678,0.276079,0.118584,0.244757,0.108416,0.0735734,0.0971672,0.0139285,0.03752,0.0508479,0.0643325,0.0521166,0.0622465,0.0670599,0.063541,0.0460707,0.066627,0.0523416,0.0606507,0.0133248,0.0354143,0.279229,0.0669013,21.613,1.45324,0.375,0.489246,0,0,0.895833,0.308709,0.5625,0.501328,0,0,0.830694,0.0274984
7,0.05,0.01,0,0.01,20,0.25,0.65,0.5,100,0.747534,0.0537474,0.599931,0.0587311,0.569652,0.0535721,0.555632,0.0491718,0.552476,0.0565928,0.595907,0.0495891,0.751648,0.0517412,0.707878,0.0336291,0,0.587872,0.0382007,0,0.628373,0.0348292,0,0.658343,0.0428276,0,0.718469,0.0563764,0,0.780117,0.0776536,0,0.874093,0.0571151,0.354167,1.06669,0.0623904,1.07838,0.0686189,1.11613,0.075514,1.13755,0.0694875,1.23061,0.0992051,1.41061,0.151002,0.328032,0.0186137,0.324712,0.0177252,0.32215,0.0265419,0.318644,0.019691,0.30609,0.0235882,0.279669,0.0300797,0.0912843,0.0211473,0.119408,0.0327116,0.135117,0.025205,0.218643,0.0394017,0.316694,0.0568229,0.539395,0.0594665,0.100349,0.112672,0.252069,0.125559,0.294377,0.106745,0.318784,0.107023,0.29721,0.128465,0.277723,0.112607,0.0900272,0.108903,0.0175425,0.046886,0.0507302,0.0609246,0.0505108,0.0660262,0.0821793,0.0712251,0.0504449,0.0675595,0.0543254,0.0553961,0.0187051,0.0441058,0.300297,0.0712995,21.5589,1.45037,0.3125,0.468417,0.0416667,0.201941,0.895833,0.308709,0.4375,0.501328,0,0,0.822877,0.0256143
7,0.05,0.01,0,0.01,20,0.25,0.7,0.5,100,0.730886,0.0538576,0.584768,0.0567028,0.561105,0.0511469,0.545284,0.0476131,0.543309,0.0545971,0.581713,0.0489892,0.73169,0.0510698,0.690457,0.0332344,0,0.581225,0.0378165,0,0.6146,0.0350793,0,0.640736,0.0426477,0,0.696722,0.0569143,0,0.756592,0.0764399,0,0.85287,0.0595535,0.25,1.06066,0.0620199,1.06851,0.0680866,1.10132,0.0752087,1.11452,0.0676542,1.19284,0.0936381,1.34539,0.144469,0.326226,0.0177699,0.324633,0.0202583,0.320832,0.0250264,0.318289,0.023392,0.31069,0.0256613,0.280837,0.0332572,0.088411,0.020575,0.1131,0.0317225,0.124926,0.0243872,0.200602,0.0387403,0.292225,0.0582353,0.505693,0.0623741,0.122788,0.128362,0.28054,0.139251,0.317565,0.119151,0.338069,0.114467,0.317388,0.139288,0.310129,0.121789,0.110264,0.125204,0.020334,0.0475161,0.0536353,0.0718576,0.0586868,0.076648,0.0912244,0.0835419,0.0588006,0.0773934,0.0627658,0.0584288,0.0186729,0.0430004,0.320291,0.0757479,21.5049,1.44755,0.25,0.437595,0.0416667,0.201941,0.916667,0.27931,0.354167,0.483321,0,0,0.815516,0.0255097
7,0.05,0.01,0,0.01,20,0.25,0.75,0.5,100,0.71558,0.0539472,0.573183,0.0558683,0.553123,0.0486598,0.538876,0.0468013,0.536674,0.0529974,0.570008,0.0484897,0.716441,0.0521953,0.676024,0.0334349,0,0.574871,0.0384141,0,0.604221,0.034979,0,0.628235,0.0411753,0,0.678427,0.0575441,0,0.735058,0.0754314,0,0.835331,0.0641122,0.145833,1.05357,0.061554,1.05863,0.0674486,1.08776,0.0748297,1.09519,0.0663465,1.16185,0.0896903,1.29235,0.138979,0.326239,0.0169016,0.326668,0.0179148,0.32071,0.022716,0.318681,0.0210802,0.312939,0.0259935,0.278835,0.0258928,0.0858051,0.0200284,0.107633,0.0307161,0.116524,0.0235435,0.185212,0.0378305,0.270491,0.0589845,0.474186,0.0646341,0.142999,0.140043,0.303545,0.146132,0.337391,0.128531,0.353485,0.12207,0.332399,0.146515,0.334183,0.127318,0.128223,0.135598,0.0205928,0.0462575,0.0545593,0.074531,0.0705938,0.0861188,0.088725,0.0897999,0.0715268,0.0885501,0.0783903,0.0689527,0.0226714,0.0538044,0.339351,0.0803231,21.4515,1.44479,0.229167,0.424744,0.0208333,0.144338,0.916667,0.27931,0.3125,0.468417,0,0,0.809226,0.025108
7,0.05,0.01,0,0.01,20,0.25,0.8,0.5,100,0.700784,0.0538988,0.562267,0.054979,0.547344,0.0488061,0.533083,0.0476361,0.530644,0.0536208,0.559609,0.0483118,0.702009,0.0520104,0.661956,0.033213,0,0.569372,0.0391126,0,0.595237,0.0350887,0,0.616512,0.0396425,0,0.663639,0.0563232,0,0.717177,0.0750549,0,0.8098,0.0616077,0.0833333,1.04565,0.0610168,1.04865,0.0667031,1.0751,0.0743234,1.07822,0.0653875,1.13559,0.0869524,1.24843,0.133748,0.323867,0.0182818,0.324982,0.017021,0.317,0.0208601,0.316407,0.0203768,0.315709,0.0245276,0.288507,0.0258065,0.0834276,0.0195039,0.10284,0.0297169,0.109541,0.0226993,0.172054,0.0368299,0.251281,0.0592087,0.44501,0.0663235,0.165132,0.154042,0.323714,0.153003,0.354613,0.134716,0.367373,0.127476,0.343388,0.15227,0.352827,0.132838,0.147995,0.14846,0.0227913,0.051985,0.0623756,0.0836987,0.0803013,0.0981158,0.0902105,0.0976641,0.0795226,0.0899821,0.0974749,0.0914008,0.0253557,0.0519879,0.35733,0.0848885,21.3991,1.44208,0.229167,0.424744,0,0,0.895833,0.308709,0.3125,0.468417,0,0,0.801865,0.0240269
